tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,tip_amount,payment_type,PULocationID,DOLocationID
2023-02-03 10:54:00,2023-02-03 11:22:00,1,18.67,51.38,4.66,Credit card,121,78
2023-02-25 22:40:00,2023-02-25 22:50:00,1,4.53,12.47,1.13,Credit card,107,19
2023-01-21 02:27:00,2023-01-21 03:05:00,3,7.49,20.61,1.87,Credit card,131,205
2023-01-20 22:41:00,2023-01-20 23:31:00,4,3.41,9.38,0.85,Credit card,23,33
2023-01-13 03:47:00,2023-01-13 04:16:00,4,10.44,28.73,2.61,Credit card,145,150
2023-02-13 12:36:00,2023-02-13 13:27:00,1,9.48,26.09,2.37,Credit card,154,193
2023-01-14 22:38:00,2023-01-14 23:33:00,2,18.06,49.7,4.51,Credit card,107,139
2023-02-11 09:54:00,2023-02-11 10:31:00,5,18.64,51.3,4.66,Credit card,146,196
2023-03-10 01:27:00,2023-03-10 02:11:00,5,7.98,21.96,1.99,Credit card,252,127
2023-02-25 03:15:00,2023-02-25 03:30:00,1,10.09,27.77,2.52,Credit card,70,231
2023-02-04 00:11:00,2023-02-04 00:40:00,2,17.98,49.48,4.49,Cash,31,44
2023-02-07 20:25:00,2023-02-07 21:05:00,3,16.23,44.67,4.05,Credit card,93,230
2023-03-05 21:24:00,2023-03-05 21:53:00,1,0.57,1.57,0.14,Credit card,137,216
2023-02-19 23:49:00,2023-02-19 23:56:00,1,6.74,18.55,1.68,Credit card,163,244
2023-02-12 20:32:00,2023-02-12 21:26:00,5,8.72,24.0,2.18,No charge,81,9
2023-03-10 22:27:00,2023-03-10 22:42:00,1,4.98,13.71,1.24,Credit card,76,250
2023-02-18 22:13:00,2023-02-18 22:39:00,1,4.39,12.08,1.1,Credit card,63,200
2023-03-02 10:44:00,2023-03-02 11:25:00,1,1.24,3.41,0.31,Cash,100,79
2023-01-20 21:07:00,2023-01-20 22:07:00,5,13.05,35.92,3.26,Cash,48,245
2023-03-11 08:18:00,2023-03-11 09:05:00,3,5.62,15.47,1.4,Cash,74,190
2023-01-23 12:35:00,2023-01-23 13:35:00,3,1.52,4.18,0.38,Credit card,192,86
2023-03-03 22:13:00,2023-03-03 22:27:00,1,5.0,13.76,1.25,Credit card,30,262
2023-03-10 16:45:00,2023-03-10 17:00:00,5,16.14,44.42,4.03,Credit card,157,1
2023-02-24 05:34:00,2023-02-24 06:34:00,3,17.1,47.06,4.27,Cash,256,20
2023-01-08 10:50:00,2023-01-08 11:04:00,3,9.92,27.3,2.48,Credit card,39,130
2023-02-17 19:59:00,2023-02-17 20:15:00,3,8.61,23.7,2.15,Credit card,55,258
2023-02-10 15:56:00,2023-02-10 16:50:00,5,19.57,53.86,4.89,Cash,28,131
2023-02-18 01:48:00,2023-02-18 02:38:00,5,4.41,12.14,1.1,Cash,118,7
2023-03-06 01:24:00,2023-03-06 01:32:00,1,4.7,12.94,1.17,No charge,209,241
2023-02-02 22:19:00,2023-02-02 22:50:00,4,6.19,17.04,1.55,Cash,75,192
2023-01-08 02:37:00,2023-01-08 03:01:00,3,3.87,10.65,0.97,No charge,65,115
2023-02-21 08:26:00,2023-02-21 08:50:00,4,7.9,21.74,1.97,Credit card,100,102
2023-01-11 05:07:00,2023-01-11 05:58:00,5,18.26,50.25,4.56,Cash,46,1
2023-01-06 14:54:00,2023-01-06 15:48:00,5,12.5,34.4,3.12,Cash,156,25
2023-02-19 20:21:00,2023-02-19 20:54:00,5,8.53,23.48,2.13,Credit card,240,209
2023-02-16 00:15:00,2023-02-16 00:38:00,4,18.72,51.52,4.68,Credit card,259,143
2023-01-19 09:37:00,2023-01-19 10:22:00,5,1.45,3.99,0.36,No charge,136,197
2023-02-22 03:05:00,2023-02-22 03:21:00,1,4.6,12.66,1.15,Credit card,198,145
2023-02-18 20:21:00,2023-02-18 20:33:00,5,11.53,31.73,2.88,Cash,187,149
2023-01-14 15:21:00,2023-01-14 15:34:00,2,12.5,34.4,3.12,Credit card,116,181
2023-01-15 23:26:00,2023-01-15 23:43:00,4,1.27,3.5,0.32,Credit card,58,55
2023-01-30 20:47:00,2023-01-30 20:52:00,2,8.36,23.01,2.09,Credit card,70,138
2023-02-17 08:42:00,2023-02-17 09:26:00,5,13.16,36.22,3.29,Credit card,93,209
2023-02-10 05:12:00,2023-02-10 06:05:00,1,14.11,38.83,3.52,Credit card,229,185
2023-01-11 13:55:00,2023-01-11 14:16:00,3,12.94,35.61,3.23,Credit card,137,65
2023-03-03 22:07:00,2023-03-03 22:12:00,5,6.75,18.58,1.69,Credit card,105,37
2023-01-19 16:42:00,2023-01-19 17:16:00,1,2.32,6.39,0.58,Credit card,17,112
2023-03-07 06:07:00,2023-03-07 06:43:00,4,8.83,24.3,2.21,Credit card,54,263
2023-02-23 01:54:00,2023-02-23 02:53:00,2,3.01,8.28,0.75,Credit card,112,76
2023-02-14 11:51:00,2023-02-14 12:27:00,2,18.98,52.24,4.74,Cash,172,178
2023-01-09 06:39:00,2023-01-09 07:18:00,2,9.77,26.89,2.44,Credit card,144,254
2023-02-16 10:55:00,2023-02-16 11:51:00,4,6.69,18.41,1.67,Credit card,85,1
2023-02-10 13:10:00,2023-02-10 13:15:00,1,15.44,42.49,3.86,Credit card,12,148
2023-01-06 01:32:00,2023-01-06 02:15:00,4,10.21,28.1,2.55,Credit card,252,159
2023-02-11 06:32:00,2023-02-11 07:08:00,2,6.55,18.03,1.64,Credit card,216,150
2023-01-13 00:14:00,2023-01-13 00:34:00,5,16.33,44.94,4.08,Credit card,126,129
2023-02-16 17:12:00,2023-02-16 17:30:00,3,17.41,47.92,4.35,Cash,98,126
2023-02-07 19:30:00,2023-02-07 20:12:00,4,13.62,37.48,3.4,Cash,28,1
2023-02-11 13:53:00,2023-02-11 14:40:00,4,1.42,3.91,0.35,Cash,52,117
2023-02-21 07:52:00,2023-02-21 08:27:00,1,11.54,31.76,2.88,Credit card,143,149
2023-01-06 06:07:00,2023-01-06 06:41:00,1,15.38,42.33,3.84,Credit card,132,189
2023-02-20 20:42:00,2023-02-20 21:13:00,4,3.16,8.7,0.79,Credit card,207,141
2023-02-12 02:04:00,2023-02-12 02:37:00,2,4.96,13.65,1.24,Cash,62,105
2023-03-03 05:41:00,2023-03-03 05:51:00,3,17.71,48.74,4.42,No charge,132,252
2023-01-29 01:12:00,2023-01-29 01:55:00,1,0.89,2.45,0.22,Credit card,41,101
2023-03-07 20:01:00,2023-03-07 20:44:00,2,15.18,41.78,3.79,Credit card,201,163
2023-01-02 23:33:00,2023-01-02 23:38:00,5,9.74,26.81,2.43,Credit card,99,203
2023-02-06 00:57:00,2023-02-06 01:17:00,1,9.21,25.35,2.3,Cash,47,100
2023-01-24 03:52:00,2023-01-24 04:32:00,2,0.64,1.76,0.16,Cash,137,257
2023-01-01 06:35:00,2023-01-01 06:57:00,2,16.48,45.36,4.12,Credit card,130,94
2023-03-09 21:14:00,2023-03-09 21:58:00,3,7.52,20.7,1.88,No charge,195,227
2023-01-20 20:00:00,2023-01-20 20:45:00,3,11.04,30.38,2.76,Credit card,117,150
2023-02-22 15:20:00,2023-02-22 16:00:00,5,13.71,37.73,3.42,Cash,69,62
2023-01-07 15:32:00,2023-01-07 16:29:00,2,14.2,39.08,3.55,No charge,28,129
2023-01-05 02:56:00,2023-01-05 03:53:00,2,19.14,52.68,4.78,Cash,14,187
2023-02-08 13:34:00,2023-02-08 13:52:00,3,10.86,29.89,2.71,Credit card,46,68
2023-02-01 08:38:00,2023-02-01 08:46:00,1,8.29,22.82,2.07,Credit card,16,30
2023-03-05 18:00:00,2023-03-05 18:16:00,1,19.1,52.57,4.77,Credit card,209,127
2023-01-06 19:17:00,2023-01-06 19:31:00,4,13.02,35.83,3.25,Credit card,158,213
2023-02-19 06:11:00,2023-02-19 06:19:00,3,6.31,17.37,1.58,Cash,227,134
2023-01-06 11:37:00,2023-01-06 12:23:00,4,2.97,8.17,0.74,Credit card,241,219
2023-01-07 06:46:00,2023-01-07 07:13:00,3,16.93,46.59,4.23,Credit card,58,157
2023-02-12 23:15:00,2023-02-12 23:22:00,5,7.56,20.81,1.89,Cash,130,188
2023-01-03 21:19:00,2023-01-03 21:33:00,2,13.38,36.82,3.34,Credit card,217,162
2023-01-27 03:09:00,2023-01-27 04:08:00,5,9.68,26.64,2.42,Credit card,14,129
2023-02-07 05:11:00,2023-02-07 05:18:00,3,4.38,12.05,1.09,Credit card,243,89
2023-01-17 09:10:00,2023-01-17 09:57:00,2,12.23,33.66,3.05,Credit card,145,162
2023-01-13 07:50:00,2023-01-13 08:31:00,1,1.68,4.62,0.42,Credit card,103,36
2023-02-28 09:25:00,2023-02-28 10:23:00,1,8.56,23.56,2.14,Cash,217,227
2023-03-08 09:09:00,2023-03-08 09:52:00,4,11.16,30.71,2.79,Credit card,64,151
2023-02-28 18:56:00,2023-02-28 19:20:00,3,9.0,24.77,2.25,Cash,158,81
2023-02-08 06:17:00,2023-02-08 06:43:00,3,15.1,41.56,3.77,Credit card,162,47
2023-02-04 02:01:00,2023-02-04 02:11:00,1,16.64,45.8,4.16,Credit card,18,204
2023-02-04 19:32:00,2023-02-04 19:40:00,5,15.54,42.77,3.88,Credit card,216,148
2023-02-10 19:50:00,2023-02-10 20:01:00,2,1.26,3.47,0.31,Credit card,49,231
2023-02-04 08:39:00,2023-02-04 09:10:00,5,4.29,11.81,1.07,Credit card,56,27
2023-02-04 04:36:00,2023-02-04 04:52:00,5,10.96,30.16,2.74,Credit card,58,189
2023-01-08 07:18:00,2023-01-08 07:33:00,1,18.73,51.55,4.68,Credit card,155,165
2023-03-04 03:26:00,2023-03-04 04:14:00,1,16.78,46.18,4.19,Credit card,55,212
2023-03-02 05:42:00,2023-03-02 06:05:00,1,16.93,46.59,4.23,Credit card,19,75
2023-02-19 02:07:00,2023-02-19 02:51:00,4,6.41,17.64,1.6,Credit card,151,92
2023-01-13 02:31:00,2023-01-13 03:18:00,5,8.87,24.41,2.22,Cash,108,62
2023-03-01 11:40:00,2023-03-01 12:29:00,3,9.68,26.64,2.42,Cash,47,66
2023-02-01 15:42:00,2023-02-01 16:31:00,2,3.57,9.83,0.89,Credit card,207,80
2023-01-11 19:09:00,2023-01-11 19:52:00,4,1.11,3.05,0.28,Credit card,128,140
2023-01-17 05:52:00,2023-01-17 06:33:00,3,18.96,52.18,4.73,No charge,185,130
2023-02-18 21:39:00,2023-02-18 22:34:00,5,5.19,14.28,1.3,Credit card,58,254
2023-02-05 18:38:00,2023-02-05 19:18:00,1,5.18,14.26,1.29,No charge,143,29
2023-02-18 03:16:00,2023-02-18 03:32:00,5,2.13,5.86,0.53,Credit card,97,202
2023-01-12 14:11:00,2023-01-12 14:45:00,2,18.61,51.22,4.65,Cash,47,237
2023-03-08 06:01:00,2023-03-08 06:53:00,4,11.8,32.48,2.95,Credit card,191,87
2023-01-21 06:28:00,2023-01-21 07:10:00,4,13.51,37.18,3.37,Cash,140,96
2023-01-01 07:35:00,2023-01-01 08:03:00,2,18.28,50.31,4.57,Credit card,103,252
2023-03-10 19:53:00,2023-03-10 20:00:00,3,7.24,19.93,1.81,Credit card,231,180
2023-01-03 01:39:00,2023-01-03 01:49:00,3,12.62,34.73,3.15,Credit card,49,100
2023-01-28 03:47:00,2023-01-28 04:41:00,4,1.26,3.47,0.31,Credit card,112,73
2023-02-12 03:26:00,2023-02-12 03:50:00,4,4.14,11.39,1.03,Cash,87,131
2023-03-03 07:16:00,2023-03-03 07:41:00,1,16.71,45.99,4.17,Credit card,252,182
2023-03-07 10:53:00,2023-03-07 11:21:00,3,15.45,42.52,3.86,Cash,74,194
2023-02-19 13:21:00,2023-02-19 13:50:00,2,7.34,20.2,1.83,Credit card,47,18
2023-02-08 14:31:00,2023-02-08 15:28:00,3,7.85,21.6,1.96,Cash,76,126
2023-02-18 10:01:00,2023-02-18 10:10:00,1,10.9,30.0,2.72,Credit card,96,211
2023-02-04 12:32:00,2023-02-04 13:25:00,4,0.5,1.38,0.13,No charge,31,7
2023-01-21 21:42:00,2023-01-21 22:14:00,4,5.2,14.31,1.3,No charge,22,114
2023-01-23 12:41:00,2023-01-23 13:39:00,1,4.56,12.55,1.14,Credit card,17,84
2023-02-11 22:15:00,2023-02-11 22:55:00,2,5.38,14.81,1.34,Cash,212,102
2023-02-01 12:11:00,2023-02-01 12:20:00,4,16.22,44.64,4.05,Cash,148,93
2023-01-15 02:52:00,2023-01-15 03:15:00,5,5.95,16.38,1.49,Credit card,235,102
2023-01-26 02:09:00,2023-01-26 02:44:00,4,4.23,11.64,1.06,Credit card,87,251
2023-01-18 03:44:00,2023-01-18 03:57:00,5,10.33,28.43,2.58,Credit card,38,24
2023-03-07 23:50:00,2023-03-08 00:02:00,1,17.38,47.83,4.34,Cash,53,167
2023-01-11 06:30:00,2023-01-11 07:19:00,1,5.21,14.34,1.3,Credit card,28,140
2023-01-03 22:22:00,2023-01-03 23:22:00,4,2.03,5.59,0.51,Credit card,77,94
2023-03-02 02:13:00,2023-03-02 02:35:00,3,7.45,20.5,1.86,Credit card,200,181
2023-02-08 03:50:00,2023-02-08 04:16:00,5,15.08,41.5,3.77,Credit card,173,64
2023-02-25 23:19:00,2023-02-25 23:57:00,2,11.24,30.93,2.81,Cash,50,4
2023-01-02 10:10:00,2023-01-02 10:41:00,4,16.43,45.22,4.1,No charge,177,94
2023-01-22 21:44:00,2023-01-22 22:22:00,2,19.21,52.87,4.8,Credit card,227,132
2023-01-19 18:11:00,2023-01-19 18:29:00,4,15.96,43.92,3.99,Credit card,127,72
2023-01-07 02:59:00,2023-01-07 03:48:00,3,12.27,33.77,3.06,Cash,21,81
2023-01-10 04:24:00,2023-01-10 04:42:00,3,10.12,27.85,2.53,Credit card,199,174
2023-02-24 01:29:00,2023-02-24 02:13:00,3,1.28,3.52,0.32,Credit card,189,52
2023-01-04 01:20:00,2023-01-04 01:28:00,3,19.69,54.19,4.92,Credit card,152,237
2023-02-10 15:15:00,2023-02-10 15:26:00,1,7.98,21.96,1.99,Credit card,160,44
2023-02-24 09:52:00,2023-02-24 10:33:00,1,3.47,9.55,0.87,Credit card,96,254
2023-03-03 04:03:00,2023-03-03 04:54:00,5,13.5,37.15,3.37,Cash,75,134
2023-03-06 00:21:00,2023-03-06 01:06:00,2,6.04,16.62,1.51,Credit card,82,56
2023-01-05 10:20:00,2023-01-05 10:58:00,4,11.92,32.81,2.98,Cash,128,14
2023-01-23 06:37:00,2023-01-23 06:47:00,4,11.94,32.86,2.98,Credit card,133,178
2023-03-09 09:44:00,2023-03-09 10:19:00,1,9.19,25.29,2.29,Credit card,139,101
2023-01-05 00:38:00,2023-01-05 01:29:00,4,16.8,46.24,4.2,Cash,246,180
2023-02-06 14:45:00,2023-02-06 15:34:00,1,5.67,15.6,1.42,Credit card,112,257
2023-02-09 22:55:00,2023-02-09 23:38:00,5,9.25,25.46,2.31,Credit card,203,37
2023-01-22 07:55:00,2023-01-22 08:50:00,2,10.98,30.22,2.74,Credit card,170,204
2023-02-19 03:07:00,2023-02-19 03:57:00,5,13.44,36.99,3.36,Credit card,87,259
2023-01-20 18:37:00,2023-01-20 19:00:00,3,15.79,43.46,3.94,Cash,119,155
2023-03-10 15:58:00,2023-03-10 16:30:00,3,8.2,22.57,2.05,Credit card,98,238
2023-01-06 03:18:00,2023-01-06 04:01:00,3,13.1,36.05,3.27,Cash,240,100
2023-01-13 18:07:00,2023-01-13 19:06:00,5,3.44,9.47,0.86,Credit card,138,113
2023-02-15 20:46:00,2023-02-15 21:11:00,4,18.69,51.44,4.67,Credit card,82,110
2023-01-27 07:54:00,2023-01-27 08:15:00,2,7.97,21.93,1.99,No charge,236,143
2023-01-22 07:32:00,2023-01-22 08:10:00,3,14.73,40.54,3.68,Cash,136,167
2023-03-08 14:01:00,2023-03-08 14:42:00,3,0.9,2.48,0.23,Credit card,3,260
2023-02-22 10:31:00,2023-02-22 11:15:00,3,4.5,12.38,1.12,Credit card,59,145
2023-01-30 00:39:00,2023-01-30 01:06:00,2,10.0,27.52,2.5,Credit card,116,230
2023-02-22 13:30:00,2023-02-22 13:43:00,3,17.63,48.52,4.4,Credit card,131,32
2023-02-24 10:10:00,2023-02-24 10:54:00,2,10.78,29.67,2.69,Cash,201,219
2023-03-03 05:10:00,2023-03-03 05:51:00,3,18.63,51.27,4.65,Cash,98,177
2023-01-30 04:30:00,2023-01-30 05:06:00,5,9.93,27.33,2.48,Credit card,216,104
2023-01-22 13:31:00,2023-01-22 14:09:00,5,10.06,27.69,2.51,Cash,124,236
2023-01-28 11:12:00,2023-01-28 12:03:00,2,2.84,7.82,0.71,Credit card,73,93
2023-01-14 00:57:00,2023-01-14 01:42:00,5,16.15,44.45,4.03,Credit card,130,201
2023-03-02 02:15:00,2023-03-02 02:51:00,2,5.32,14.64,1.33,Credit card,27,231
2023-02-17 10:41:00,2023-02-17 11:17:00,5,18.04,49.65,4.51,No charge,165,255
2023-01-21 02:52:00,2023-01-21 03:48:00,5,18.26,50.25,4.56,Cash,68,85
2023-02-07 15:26:00,2023-02-07 15:42:00,2,18.89,51.99,4.72,Credit card,14,35
2023-01-28 08:27:00,2023-01-28 09:11:00,4,10.64,29.28,2.66,Credit card,98,117
2023-01-26 01:04:00,2023-01-26 01:23:00,5,13.7,37.7,3.42,Cash,247,176
2023-01-06 13:09:00,2023-01-06 13:59:00,3,15.68,43.15,3.92,Credit card,112,85
2023-02-20 16:10:00,2023-02-20 16:33:00,4,3.05,8.39,0.76,Credit card,207,117
2023-02-23 20:30:00,2023-02-23 20:47:00,2,12.22,33.63,3.05,No charge,233,204
2023-03-08 22:05:00,2023-03-08 22:10:00,4,1.17,3.22,0.29,Cash,61,146
2023-01-16 22:35:00,2023-01-16 22:47:00,1,10.2,28.07,2.55,Credit card,85,215
2023-02-26 23:30:00,2023-02-26 23:36:00,1,3.52,9.69,0.88,Credit card,183,105
2023-03-03 18:45:00,2023-03-03 19:19:00,5,4.07,11.2,1.02,Credit card,239,69
2023-02-08 21:14:00,2023-02-08 21:59:00,5,7.62,20.97,1.9,Credit card,250,255
2023-02-20 14:16:00,2023-02-20 15:11:00,3,8.93,24.58,2.23,No charge,71,231
2023-02-15 02:42:00,2023-02-15 02:54:00,4,12.65,34.82,3.16,Credit card,228,203
2023-01-05 06:25:00,2023-01-05 07:17:00,1,1.95,5.37,0.49,Cash,85,248
2023-02-01 08:23:00,2023-02-01 09:22:00,5,10.32,28.4,2.58,Credit card,236,249
2023-02-28 13:20:00,2023-02-28 13:38:00,4,4.06,11.17,1.01,Credit card,39,144
2023-03-03 02:34:00,2023-03-03 03:30:00,5,11.69,32.17,2.92,Credit card,206,241
2023-02-04 16:38:00,2023-02-04 17:22:00,5,12.93,35.59,3.23,Cash,183,229
2023-02-17 17:42:00,2023-02-17 18:13:00,1,11.36,31.26,2.84,Credit card,187,31
2023-01-30 00:17:00,2023-01-30 00:48:00,1,14.9,41.01,3.72,Credit card,133,109
2023-03-05 09:06:00,2023-03-05 09:13:00,5,7.04,19.38,1.76,Credit card,30,27
2023-02-07 21:28:00,2023-02-07 21:54:00,2,15.42,42.44,3.85,Credit card,255,160
2023-02-07 03:51:00,2023-02-07 04:18:00,5,8.94,24.6,2.23,Credit card,143,17
2023-01-14 13:58:00,2023-01-14 14:38:00,5,9.94,27.36,2.48,Credit card,103,129
2023-01-28 07:06:00,2023-01-28 08:02:00,3,13.14,36.16,3.28,Credit card,74,220
2023-02-04 06:23:00,2023-02-04 07:08:00,3,0.86,2.37,0.22,Credit card,55,82
2023-01-17 17:41:00,2023-01-17 17:59:00,3,13.25,36.47,3.31,Credit card,236,49
2023-03-10 16:02:00,2023-03-10 16:07:00,2,12.56,34.57,3.14,Credit card,60,41
2023-02-18 23:07:00,2023-02-18 23:52:00,2,6.54,18.0,1.63,Credit card,24,20
2023-02-13 02:25:00,2023-02-13 02:42:00,5,2.17,5.97,0.54,Credit card,22,37
2023-01-22 22:24:00,2023-01-22 23:13:00,3,2.27,6.25,0.57,Credit card,32,39
2023-01-21 12:16:00,2023-01-21 12:39:00,2,18.5,50.92,4.62,Cash,3,109
2023-01-28 08:58:00,2023-01-28 09:19:00,1,13.94,38.37,3.48,Credit card,70,64
2023-03-06 09:43:00,2023-03-06 10:38:00,5,2.98,8.2,0.74,Credit card,160,175
2023-01-14 03:20:00,2023-01-14 03:29:00,4,7.46,20.53,1.86,Credit card,88,32
2023-02-12 03:29:00,2023-02-12 03:53:00,5,12.05,33.16,3.01,Cash,59,209
2023-01-06 05:52:00,2023-01-06 06:16:00,4,16.79,46.21,4.19,Cash,252,19
2023-02-21 04:33:00,2023-02-21 05:10:00,3,1.35,3.72,0.34,Credit card,219,106
2023-02-07 13:30:00,2023-02-07 14:10:00,4,5.11,14.06,1.28,Credit card,201,206
2023-02-07 21:52:00,2023-02-07 22:17:00,3,17.85,49.13,4.46,Credit card,77,247
2023-02-20 17:24:00,2023-02-20 18:18:00,1,0.68,1.87,0.17,No charge,255,167
2023-02-18 05:47:00,2023-02-18 05:52:00,4,4.43,12.19,1.11,Cash,247,89
2023-01-13 04:55:00,2023-01-13 05:07:00,5,19.2,52.84,4.79,Credit card,139,11
2023-02-05 08:30:00,2023-02-05 09:18:00,3,12.46,34.29,3.11,Cash,78,49
2023-01-23 02:31:00,2023-01-23 02:57:00,5,5.6,15.41,1.4,Cash,80,61
2023-01-24 05:02:00,2023-01-24 05:28:00,2,1.81,4.98,0.45,Credit card,10,171
2023-01-19 12:11:00,2023-01-19 12:41:00,3,1.05,2.89,0.26,Credit card,124,143
2023-01-31 01:28:00,2023-01-31 02:19:00,4,5.27,14.5,1.32,Credit card,186,207
2023-02-28 20:45:00,2023-02-28 21:26:00,3,17.69,48.69,4.42,Credit card,34,201
2023-01-08 04:43:00,2023-01-08 05:27:00,5,8.61,23.7,2.15,Cash,121,5
2023-02-10 22:34:00,2023-02-10 22:40:00,1,14.55,40.04,3.63,Credit card,80,211
2023-02-03 18:37:00,2023-02-03 19:35:00,3,18.41,50.67,4.6,Cash,206,29
2023-01-09 09:59:00,2023-01-09 10:15:00,4,8.46,23.28,2.11,No charge,53,190
2023-02-18 18:06:00,2023-02-18 18:23:00,2,4.23,11.64,1.06,Credit card,156,188
2023-03-07 22:52:00,2023-03-07 23:18:00,1,10.58,29.12,2.64,Credit card,135,255
2023-01-18 08:06:00,2023-01-18 09:04:00,2,18.21,50.12,4.55,Cash,98,150
2023-01-05 16:35:00,2023-01-05 17:01:00,3,16.19,44.56,4.04,Cash,241,13
2023-01-25 10:27:00,2023-01-25 11:15:00,5,1.78,4.9,0.44,Cash,45,157
2023-02-04 07:56:00,2023-02-04 08:31:00,5,14.01,38.56,3.5,Credit card,199,80
2023-03-03 07:39:00,2023-03-03 08:14:00,4,11.65,32.06,2.91,Credit card,114,148
2023-02-25 01:34:00,2023-02-25 02:30:00,5,18.2,50.09,4.55,Credit card,241,206
2023-02-24 21:06:00,2023-02-24 21:13:00,1,2.89,7.95,0.72,No charge,156,114
2023-01-04 14:23:00,2023-01-04 15:09:00,5,10.91,30.03,2.73,Credit card,44,6
2023-01-07 14:59:00,2023-01-07 15:12:00,4,17.65,48.58,4.41,Cash,80,232
2023-01-18 03:02:00,2023-01-18 03:37:00,3,8.5,23.39,2.12,Credit card,138,137
2023-03-11 07:57:00,2023-03-11 08:11:00,3,9.9,27.25,2.47,No charge,151,160
2023-02-23 11:35:00,2023-02-23 12:20:00,5,1.87,5.15,0.47,Credit card,242,205
2023-03-07 22:16:00,2023-03-07 22:50:00,2,5.92,16.29,1.48,Credit card,143,158
2023-03-03 02:48:00,2023-03-03 03:48:00,3,6.83,18.8,1.71,Credit card,50,106
2023-02-20 20:49:00,2023-02-20 21:28:00,5,18.93,52.1,4.73,Credit card,262,82
2023-01-20 18:04:00,2023-01-20 18:30:00,4,6.01,16.54,1.5,Credit card,161,49
2023-02-13 15:15:00,2023-02-13 15:49:00,5,9.49,26.12,2.37,Credit card,62,206
2023-01-20 00:19:00,2023-01-20 01:14:00,3,13.59,37.4,3.39,Credit card,55,218
2023-01-31 07:22:00,2023-01-31 08:19:00,4,3.66,10.07,0.91,Credit card,31,164
2023-01-28 14:19:00,2023-01-28 14:50:00,5,9.99,27.49,2.49,Cash,169,231
2023-01-02 09:29:00,2023-01-02 10:21:00,1,14.9,41.01,3.72,Credit card,185,199
2023-01-20 06:42:00,2023-01-20 06:50:00,4,17.4,47.89,4.35,Credit card,3,214
2023-01-18 07:06:00,2023-01-18 08:04:00,1,12.71,34.98,3.17,Cash,161,185
2023-03-09 11:46:00,2023-03-09 12:24:00,2,13.55,37.29,3.38,Credit card,260,210
2023-01-11 16:16:00,2023-01-11 16:40:00,4,2.96,8.15,0.74,No charge,48,121
2023-03-09 23:34:00,2023-03-10 00:15:00,1,18.94,52.13,4.73,Credit card,254,216
2023-03-10 15:51:00,2023-03-10 16:42:00,3,3.09,8.5,0.77,Credit card,74,97
2023-02-13 14:13:00,2023-02-13 15:01:00,3,15.61,42.96,3.9,Credit card,166,119
2023-01-23 01:57:00,2023-01-23 02:22:00,2,5.66,15.58,1.41,Credit card,260,106
2023-03-05 07:37:00,2023-03-05 08:17:00,4,18.71,51.49,4.67,Credit card,4,142
2023-02-25 00:20:00,2023-02-25 00:59:00,4,14.54,40.02,3.63,Credit card,119,167
2023-03-06 01:24:00,2023-03-06 01:30:00,4,15.2,41.83,3.8,Credit card,226,160
2023-01-19 14:45:00,2023-01-19 15:03:00,2,4.77,13.13,1.19,Credit card,70,231
2023-02-06 02:27:00,2023-02-06 03:08:00,4,9.14,25.15,2.28,Credit card,182,14
2023-01-22 18:49:00,2023-01-22 19:37:00,3,12.55,34.54,3.13,Credit card,181,193
2023-02-20 06:02:00,2023-02-20 06:28:00,1,15.51,42.69,3.87,Credit card,5,155
2023-01-30 06:34:00,2023-01-30 07:30:00,3,2.53,6.96,0.63,Credit card,197,101
2023-01-26 18:21:00,2023-01-26 19:16:00,3,19.27,53.03,4.81,Credit card,47,60
2023-02-04 15:34:00,2023-02-04 16:01:00,1,17.86,49.15,4.46,Credit card,40,43
2023-02-12 10:32:00,2023-02-12 10:41:00,3,5.77,15.88,1.44,Credit card,122,193
2023-02-18 13:46:00,2023-02-18 14:00:00,2,16.54,45.52,4.13,Credit card,135,109
2023-03-01 01:09:00,2023-03-01 01:31:00,1,10.61,29.2,2.65,Credit card,140,93
2023-02-02 16:48:00,2023-02-02 17:46:00,3,9.51,26.17,2.37,Credit card,153,216
2023-01-29 01:45:00,2023-01-29 01:51:00,5,6.63,18.25,1.66,Credit card,28,163
2023-01-24 19:23:00,2023-01-24 19:49:00,3,11.83,32.56,2.95,Credit card,77,234
2023-02-02 17:39:00,2023-02-02 18:08:00,2,14.73,40.54,3.68,Credit card,175,167
2023-02-16 16:15:00,2023-02-16 17:00:00,4,8.51,23.42,2.13,Credit card,49,148
2023-02-15 06:19:00,2023-02-15 06:58:00,3,12.77,35.15,3.19,Credit card,27,28
2023-02-12 10:00:00,2023-02-12 10:58:00,4,14.14,38.92,3.53,Credit card,221,259
2023-01-09 23:24:00,2023-01-09 23:39:00,5,14.37,39.55,3.59,Cash,122,86
2023-03-07 18:08:00,2023-03-07 18:49:00,3,1.51,4.16,0.38,Cash,69,108
2023-02-12 17:37:00,2023-02-12 18:20:00,1,17.27,47.53,4.31,Credit card,71,117
2023-03-11 07:48:00,2023-03-11 08:17:00,4,9.44,25.98,2.36,Credit card,150,15
2023-01-30 03:33:00,2023-01-30 03:49:00,5,5.62,15.47,1.4,Credit card,187,211
2023-01-19 11:44:00,2023-01-19 12:27:00,1,5.21,14.34,1.3,Cash,246,31
2023-02-03 17:49:00,2023-02-03 18:01:00,1,9.92,27.3,2.48,Credit card,196,185
